סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_6,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
426       ,עין כרמל                 ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,812       ,53        ,223       ,252       ,133       ,53        ,98
427       ,כפר גלים                 ,31        ,חיפה                     ,31        ,חיפה                     ,15        ,חוף הכרמל                ,142       ,9         ,37        ,64        ,19        ,5         ,8
428       ,ברור חיל                 ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,1025      ,67        ,191       ,355       ,129       ,106       ,177
429       ,אלוני אבא                ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,1043      ,51        ,313       ,308       ,205       ,70        ,96
430       ,בית לחם הגלילית          ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,869       ,71        ,173       ,287       ,117       ,98        ,123
431       ,דלתון                    ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,901       ,75        ,204       ,350       ,103       ,85        ,84
432       ,שמרת                     ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,618       ,56        ,126       ,210       ,55        ,53        ,118
433       ,נחשולים                  ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,777       ,80        ,164       ,258       ,100       ,61        ,114
434       ,החותרים                  ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,882       ,106       ,179       ,305       ,95        ,57        ,140
435       ,נצר סרני                 ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,992       ,147       ,210       ,325       ,93        ,49        ,168
436       ,עין דור                  ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,1362      ,122       ,280       ,424       ,154       ,128       ,254
437       ,רשפים                    ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,1060      ,133       ,297       ,395       ,78        ,60        ,97
439       ,שלוחות                   ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,512       ,73        ,80        ,169       ,27        ,60        ,103
440       ,יסודות                   ,44        ,רחובות                   ,44        ,רחובות                   ,31        ,נחל שורק                 ,755       ,144       ,292       ,218       ,23        ,16        ,62
442       ,גדעונה                   ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,470       ,56        ,121       ,168       ,48        ,27        ,50
443       ,כפר הנשיא                ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,912       ,66        ,115       ,289       ,114       ,106       ,222
444       ,רגבים                    ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,629       ,61        ,137       ,179       ,67        ,56        ,129
445       ,רמות מנשה                ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,1350      ,104       ,381       ,392       ,221       ,98        ,154
446       ,אודים                    ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,1148      ,98        ,239       ,400       ,166       ,100       ,145
447       ,נורדיה                   ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1968      ,144       ,255       ,538       ,169       ,212       ,650
448       ,בני עטרות                ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,900       ,64        ,232       ,305       ,113       ,80        ,106
449       ,נחלים                    ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,1486      ,196       ,378       ,481       ,127       ,85        ,219
450       ,בארות יצחק               ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,582       ,60        ,88        ,206       ,53        ,46        ,129
452       ,יזרעאל                   ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,787       ,35        ,147       ,233       ,106       ,48        ,218
453       ,יפתח                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,737       ,59        ,133       ,280       ,78        ,65        ,122
454       ,סער                      ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,946       ,62        ,260       ,298       ,139       ,87        ,100
456       ,שורש                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1325      ,69        ,147       ,297       ,113       ,113       ,586
457       ,גזית                     ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,856       ,75        ,140       ,294       ,94        ,80        ,173
460       ,רמת רזיאל                ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,698       ,60        ,165       ,215       ,97        ,57        ,104
462       ,טל שחר                   ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1246      ,123       ,323       ,420       ,169       ,77        ,134
463       ,געתון                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,793       ,55        ,182       ,271       ,83        ,70        ,132
464       ,הראל                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,332       ,16        ,72        ,93        ,37        ,59        ,55
465       ,צובה                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,819       ,53        ,131       ,323       ,88        ,94        ,130
466       ,בית דגן                  ,43        ,רמלה                     ,43        ,רמלה                     ,0         ,                         ,7024      ,489       ,1456      ,2518      ,958       ,725       ,878
469       ,קרית עקרון               ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,11350     ,1036      ,2073      ,4174      ,1240      ,1168      ,1659
472       ,אבו גוש                  ,11        ,ירושלים                  ,11        ,ירושלים                  ,0         ,                         ,8279      ,858       ,2002      ,3366      ,837       ,669       ,547
473       ,אבו סנאן                 ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,13732     ,1256      ,3033      ,5897      ,1529      ,1010      ,1007
475       ,דחי                      ,23        ,עפולה                    ,23        ,עפולה                    ,66        ,בוסתאן אל-מרג'           ,735       ,64        ,165       ,301       ,98        ,54        ,53
478       ,אכסאל                    ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,15098     ,1605      ,3901      ,6347      ,1573      ,925       ,747
480       ,בית ג'ן                  ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,12326     ,991       ,2604      ,5504      ,1376      ,945       ,906
481       ,מגאר                     ,22        ,כנרת                     ,22        ,טבריה                    ,0         ,                         ,23332     ,2096      ,5236      ,10525     ,2503      ,1565      ,1407
482       ,בועיינה-נוג'ידאת         ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,10278     ,1068      ,2679      ,4567      ,989       ,532       ,443
483       ,בענה                     ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,8522      ,770       ,2136      ,3670      ,939       ,538       ,469
485       ,ג'ולס                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,6536      ,551       ,1295      ,2888      ,788       ,533       ,481
487       ,ג'ש )גוש חלב(            ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,3337      ,239       ,632       ,1308      ,444       ,299       ,415
489       ,דבוריה                   ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,10703     ,1035      ,2638      ,4294      ,1293      ,746       ,697
490       ,דייר אל-אסד              ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,12800     ,1251      ,3362      ,5373      ,1329      ,774       ,711
492       ,דייר חנא                 ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,10772     ,937       ,2535      ,4592      ,1219      ,792       ,697
493       ,דייר ראפאת               ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,98        ,11        ,33        ,34        ,12        ,0         ,8
494       ,דאלית אל-כרמל            ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,17771     ,1451      ,3640      ,7355      ,2288      ,1563      ,1474
496       ,חורפיש                   ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,6671      ,619       ,1476      ,2939      ,753       ,435       ,449
497       ,טייבה )בעמק(             ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,1905      ,225       ,460       ,847       ,177       ,104       ,92
498       ,טורעאן                   ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,14740     ,1479      ,3823      ,6112      ,1560      ,899       ,867
499       ,יפיע                     ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,19569     ,1727      ,4704      ,8226      ,2235      ,1412      ,1265
502       ,ירכא                     ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,16080     ,1451      ,3932      ,7013      ,1697      ,1073      ,914
504       ,כאבול                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,12424     ,1205      ,3188      ,5199      ,1412      ,792       ,628
505       ,כאוכב אבו אל-היג'א       ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,3953      ,366       ,968       ,1606      ,492       ,241       ,280
507       ,כפר יאסיף                ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,11084     ,905       ,2238      ,4640      ,1294      ,1017      ,990
508       ,כפר כמא                  ,22        ,כנרת                     ,22        ,טבריה                    ,0         ,                         ,3518      ,258       ,652       ,1469      ,369       ,311       ,459
509       ,כפר כנא                  ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,23146     ,2413      ,6077      ,9650      ,2326      ,1417      ,1263
510       ,כפר מנדא                 ,24        ,עכו                      ,25        ,נוף הגליל                ,0         ,                         ,20577     ,2336      ,5610      ,8923      ,1886      ,999       ,823
511       ,עילוט                    ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,8505      ,979       ,2285      ,3574      ,888       ,427       ,352
512       ,כפר מצר                  ,25        ,נצרת                     ,23        ,עפולה                    ,66        ,בוסתאן אל-מרג'           ,2793      ,245       ,750       ,1190      ,298       ,177       ,133
514       ,עין ראפה                 ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,1276      ,128       ,369       ,502       ,128       ,66        ,83
516       ,מג'ד אל-כרום             ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,15676     ,1291      ,4068      ,6654      ,1778      ,995       ,890
517       ,מזרעה                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,4029      ,407       ,717       ,1726      ,455       ,409       ,315
518       ,מעיליא                   ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,3384      ,214       ,629       ,1291      ,473       ,296       ,481
520       ,משהד                     ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,8876      ,985       ,2322      ,3798      ,809       ,506       ,456
521       ,עין נקובא                ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,3716      ,486       ,1120      ,1536      ,300       ,173       ,101
522       ,נחף                      ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,13624     ,1488      ,3693      ,5798      ,1337      ,708       ,600
523       ,ניין                     ,23        ,עפולה                    ,23        ,עפולה                    ,66        ,בוסתאן אל-מרג'           ,1971      ,168       ,460       ,837       ,229       ,135       ,142
524       ,נאעורה                   ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,2432      ,284       ,679       ,998       ,228       ,131       ,112
525       ,סאג'ור                   ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,4357      ,366       ,980       ,2058      ,485       ,242       ,226
526       ,סולם                     ,23        ,עפולה                    ,23        ,עפולה                    ,66        ,בוסתאן אל-מרג'           ,3034      ,292       ,741       ,1294      ,304       ,194       ,209
527       ,שזור                     ,24        ,עכו                      ,21        ,צפת                      ,2         ,מרום הגליל               ,359       ,33        ,45        ,125       ,38        ,56        ,62
528       ,עוזייר                   ,25        ,נצרת                     ,25        ,נוף הגליל                ,65        ,אל-בטוף                  ,3312      ,395       ,918       ,1405      ,297       ,151       ,146
529       ,אעבלין                   ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,13501     ,1190      ,3216      ,5638      ,1563      ,996       ,898
530       ,עיילבון                  ,22        ,כנרת                     ,22        ,טבריה                    ,0         ,                         ,5894      ,468       ,1259      ,2439      ,654       ,492       ,582
531       ,עראבה                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,26724     ,2714      ,7347      ,11049     ,2775      ,1503      ,1336
532       ,עין מאהל                 ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,13720     ,1323      ,3384      ,5823      ,1534      ,940       ,716
534       ,עספיא                    ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,12748     ,970       ,2579      ,5249      ,1594      ,1118      ,1238
535       ,פסוטה                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,3498      ,277       ,601       ,1435      ,468       ,315       ,402
536       ,פקיעין )בוקייעה(         ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,6086      ,505       ,1183      ,2600      ,704       ,541       ,553
537       ,פוריידיס                 ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,13494     ,1474      ,3334      ,5637      ,1395      ,938       ,716
538       ,שעב                      ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,7407      ,737       ,1806      ,3192      ,868       ,452       ,352
539       ,רומאנה                   ,25        ,נצרת                     ,25        ,נוף הגליל                ,65        ,אל-בטוף                  ,1229      ,142       ,351       ,543       ,102       ,57        ,34
540       ,ריחאניה                  ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,1287      ,113       ,254       ,535       ,137       ,120       ,128
541       ,ג'סר א-זרקא              ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,15207     ,1876      ,4446      ,6317      ,1373      ,713       ,482
542       ,ריינה                    ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,16940     ,1551      ,3983      ,7155      ,1911      ,1307      ,1033
543       ,ראמה                     ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,8748      ,681       ,1690      ,3579      ,1014      ,755       ,1029
546       ,עין אל-אסד               ,24        ,עכו                      ,21        ,צפת                      ,2         ,מרום הגליל               ,931       ,65        ,225       ,391       ,111       ,72        ,67
547       ,טמרה )יזרעאל(            ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,1640      ,166       ,432       ,704       ,164       ,87        ,87
549       ,גנות הדר                 ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1020      ,51        ,261       ,330       ,159       ,106       ,113
553       ,ניר בנים                 ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,782       ,40        ,168       ,255       ,128       ,90        ,101
555       ,שדמה                     ,44        ,רחובות                   ,44        ,רחובות                   ,32        ,גדרות                    ,504       ,23        ,111       ,168       ,77        ,50        ,75
559       ,בוסתן הגליל              ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,1091      ,113       ,255       ,408       ,109       ,88        ,118
562       ,בית אלעזרי               ,44        ,רחובות                   ,44        ,רחובות                   ,28        ,ברנר                     ,1623      ,141       ,429       ,526       ,211       ,108       ,208
563       ,משמר דוד                 ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,1011      ,124       ,362       ,298       ,131       ,42        ,54
564       ,רבדים                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,915       ,61        ,248       ,262       ,134       ,88        ,122
565       ,אזור                     ,53        ,חולון                    ,53        ,חולון                    ,0         ,                         ,13496     ,1211      ,2354      ,4784      ,1535      ,1271      ,2341
566       ,גבעת שמש                 ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,12        ,1         ,0         ,5         ,0         ,0         ,6
567       ,צרעה                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1204      ,72        ,171       ,374       ,167       ,119       ,301
570       ,מעונה                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,950       ,76        ,232       ,324       ,128       ,88        ,102
571       ,בית גמליאל               ,44        ,רחובות                   ,44        ,רחובות                   ,29        ,חבל יבנה                 ,1169      ,98        ,294       ,404       ,133       ,95        ,145
572       ,בית העמק                 ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,703       ,64        ,111       ,230       ,69        ,68        ,161
573       ,מבקיעים                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,501       ,61        ,76        ,216       ,49        ,53        ,46
574       ,גשר הזיו                 ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,1718      ,84        ,452       ,549       ,311       ,147       ,175
575       ,יסעור                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,895       ,79        ,263       ,282       ,104       ,64        ,103
576       ,כברי                     ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,1189      ,81        ,255       ,367       ,175       ,97        ,214
577       ,יד בנימין                ,44        ,רחובות                   ,44        ,רחובות                   ,31        ,נחל שורק                 ,4486      ,595       ,1736      ,1481      ,452       ,122       ,100
578       ,סאסא                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,546       ,47        ,71        ,175       ,62        ,53        ,138
579       ,כפר ראש הנקרה            ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,1433      ,72        ,351       ,432       ,259       ,134       ,185
580       ,כרם מהר"ל                ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,1008      ,88        ,261       ,309       ,152       ,80        ,118
582       ,כפר הנגיד                ,44        ,רחובות                   ,44        ,רחובות                   ,27        ,גן רווה                  ,1068      ,90        ,192       ,393       ,133       ,111       ,149
584       ,זיקים                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,1044      ,89        ,211       ,369       ,129       ,99        ,147
585       ,לביא                     ,22        ,כנרת                     ,22        ,טבריה                    ,3         ,הגליל התחתון             ,743       ,66        ,180       ,283       ,60        ,42        ,112
586       ,מגידו                    ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,976       ,39        ,288       ,276       ,178       ,73        ,122
587       ,סביון                    ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,0         ,                         ,5310      ,224       ,1065      ,1469      ,790       ,647       ,1115
588       ,בני ראם                  ,44        ,רחובות                   ,44        ,רחובות                   ,31        ,נחל שורק                 ,1448      ,154       ,403       ,505       ,177       ,87        ,122
589       ,בצת                      ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,411       ,36        ,76        ,158       ,41        ,33        ,67
590       ,נווה אור                 ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,484       ,53        ,72        ,165       ,51        ,57        ,86
591       ,עשרת                     ,44        ,רחובות                   ,44        ,רחובות                   ,32        ,גדרות                    ,1163      ,48        ,228       ,349       ,193       ,145       ,200
592       ,בני דרום                 ,44        ,רחובות                   ,44        ,רחובות                   ,29        ,חבל יבנה                 ,909       ,121       ,306       ,274       ,93        ,41        ,74
593       ,ערוגות                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,1020      ,80        ,269       ,325       ,146       ,75        ,125
594       ,צפריה                    ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,987       ,161       ,299       ,333       ,77        ,18        ,99
595       ,לוחמי הגיטאות            ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,789       ,95        ,150       ,297       ,61        ,62        ,124
596       ,מלכיה                    ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,569       ,33        ,102       ,197       ,69        ,51        ,117
597       ,פלמחים                   ,44        ,רחובות                   ,44        ,רחובות                   ,27        ,גן רווה                  ,818       ,86        ,121       ,307       ,110       ,93        ,101
598       ,בית קמה                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,1148      ,77        ,385       ,328       ,214       ,55        ,89
599       ,פרוד                     ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,665       ,86        ,130       ,219       ,59        ,66        ,105
602       ,נירים                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,515       ,35        ,87        ,173       ,54        ,55        ,111
603       ,אלקוש                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,293       ,13        ,41        ,103       ,46        ,38        ,52
604       ,בית עריף                 ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,1044      ,89        ,217       ,340       ,157       ,122       ,119
605       ,כפר שמאי                 ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,597       ,78        ,185       ,200       ,36        ,51        ,47
606       ,מזור                     ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,1176      ,82        ,298       ,363       ,190       ,90        ,153
607       ,מירון                    ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,713       ,89        ,175       ,249       ,60        ,45        ,95
609       ,כפר חושן                 ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,897       ,86        ,234       ,313       ,93        ,95        ,76
610       ,סתריה                    ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,1143      ,111       ,213       ,397       ,147       ,126       ,149
612       ,צרופה                    ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,1015      ,88        ,225       ,375       ,134       ,89        ,104
613       ,ציפורי                   ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,975       ,92        ,225       ,333       ,136       ,85        ,104
614       ,שומרה                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,408       ,36        ,68        ,158       ,43        ,52        ,51
615       ,קדרון                    ,44        ,רחובות                   ,44        ,רחובות                   ,28        ,ברנר                     ,1716      ,110       ,448       ,528       ,278       ,127       ,225
616       ,רינתיה                   ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,1085      ,117       ,273       ,347       ,126       ,78        ,144
617       ,ברקאי                    ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,713       ,42        ,141       ,233       ,92        ,72        ,133
618       ,חדיד                     ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,947       ,107       ,232       ,309       ,129       ,65        ,105
619       ,בית גוברין               ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,446       ,27        ,125       ,138       ,76        ,35        ,45
620       ,משואות יצחק              ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,714       ,80        ,169       ,230       ,57        ,55        ,123
622       ,עין צורים                ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,770       ,118       ,199       ,273       ,42        ,28        ,110
623       ,יראון                    ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,496       ,34        ,87        ,176       ,55        ,45        ,99
627       ,ג'לג'וליה                ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,0         ,                         ,10604     ,1149      ,2859      ,4271      ,1111      ,631       ,583
628       ,ג'ת                      ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,12439     ,1272      ,2935      ,5143      ,1283      ,986       ,820
633       ,כפר ברא                  ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,0         ,                         ,3971      ,477       ,1099      ,1680      ,366       ,204       ,145
634       ,כפר קאסם                 ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,0         ,                         ,24625     ,2733      ,6583      ,10285     ,2499      ,1433      ,1092
635       ,מוקייבלה                 ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,4276      ,505       ,1182      ,1780      ,410       ,220       ,179
636       ,צנדלה                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,1873      ,183       ,451       ,745       ,202       ,155       ,137
637       ,ערערה                    ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,20379     ,1833      ,5224      ,8236      ,2374      ,1353      ,1359
638       ,קלנסווה                  ,41        ,השרון                    ,41        ,נתניה                    ,0         ,                         ,23592     ,2612      ,6441      ,9718      ,2285      ,1439      ,1097
648       ,מצר                      ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,549       ,31        ,77        ,186       ,61        ,59        ,135
649       ,מייסר                    ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,2099      ,208       ,552       ,871       ,219       ,130       ,119
652       ,אבטין                    ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,2877      ,288       ,772       ,1151      ,303       ,211       ,152
654       ,כפר קרע                  ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,19538     ,1919      ,4677      ,8179      ,2165      ,1403      ,1195
658       ,שייח' דנון               ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,2943      ,289       ,665       ,1297      ,339       ,195       ,158
661       ,שער אפרים                ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1917      ,150       ,531       ,603       ,367       ,132       ,134
662       ,חוסן                     ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,1161      ,109       ,317       ,392       ,139       ,105       ,99
663       ,טירת יהודה               ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,1268      ,124       ,354       ,428       ,154       ,74        ,134
664       ,כרם בן זמרה              ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,611       ,74        ,133       ,227       ,52        ,58        ,67
665       ,תקומה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,826       ,101       ,236       ,281       ,81        ,47        ,80
666       ,עומר                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,8909      ,471       ,1979      ,2666      ,1181      ,770       ,1842
667       ,ברעם                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,697       ,44        ,129       ,215       ,89        ,70        ,150
668       ,מפלסים                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,925       ,55        ,179       ,338       ,115       ,99        ,139
670       ,משמר איילון              ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,607       ,65        ,141       ,211       ,50        ,57        ,83
672       ,בית נקופה                ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,728       ,79        ,171       ,233       ,80        ,65        ,100
673       ,כפר טרומן                ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,829       ,75        ,183       ,278       ,123       ,85        ,85
674       ,לימן                     ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,770       ,48        ,184       ,258       ,127       ,52        ,101
675       ,הבונים                   ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,419       ,33        ,81        ,119       ,56        ,34        ,96
676       ,עין השלושה               ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,425       ,36        ,58        ,141       ,53        ,41        ,96
677       ,הסוללים                  ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,1017      ,81        ,198       ,340       ,161       ,126       ,111
678       ,מעגן                     ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,435       ,42        ,60        ,183       ,27        ,46        ,77
679       ,אביאל                    ,32        ,חדרה                     ,32        ,חדרה                     ,45        ,אלונה                    ,829       ,66        ,241       ,285       ,106       ,58        ,73
